date,vendor,brand,category,directions_awareness_total_awareness_net_mentions,directions_awareness_unaided_awareness_net_mentions,directions_brand_attributes_always_seems_to_be_doing_something_new_mean,directions_brand_attributes_costs_more_than_i_am_prepared_to_pay_mean_inverse,directions_brand_attributes_creates_excitement_and_eagerness_at_mealtime_mean,directions_brand_attributes_creates_playful_moments_with_my_cat_mean,directions_brand_attributes_has_a_taste_my_cat_enjoys_mean,directions_brand_attributes_has_a_taste_my_dog_enjoys_mean,directions_brand_attributes_has_craveable_treats_that_my_cat_comes_running_for_mean,directions_brand_attributes_has_the_most_satisfying_and_hearty_dog_treats_mean,directions_brand_attributes_has_treats_i_could_feed_my_dog_everyday_mean,directions_brand_attributes_has_treats_that_contain_wholesome_ingredients_mean,directions_brand_attributes_has_treats_that_have_an_appealing_package_mean,directions_brand_attributes_helps_me_connect_with_my_dog_mean,directions_brand_attributes_is_a_brand_i_do_not_trust_to_feed_to_my_pet_mean_inverse,directions_brand_attributes_is_a_brand_i_trust_more_than_others_mean,directions_brand_attributes_is_a_brand_i_would_pay_more_for_mean,directions_brand_attributes_is_a_brand_that_is_gaining_in_popularity_mean,directions_brand_attributes_is_a_very_good_value_for_the_money_mean,directions_brand_attributes_is_available_in_different_forms_for_different_occasions_mean,directions_brand_attributes_is_easy_to_find_and_buy_mean,directions_brand_attributes_is_often_available_on_promotion_or_deal_mean,directions_brand_attributes_is_too_cheap_to_be_of_acceptable_quality_mean_inverse,directions_brand_attributes_offers_a_flavors_that_appeals_to_my_dogs_taste_mean,directions_brand_attributes_offers_products_that_contain_real_natural_ingredients_mean,directions_brand_attributes_provides_all_the_variety_my_cat_wants_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_cat_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_dog_mean,directions_brand_consideration_one_of_many_brands_i_would_consider_buying_net,directions_brand_consideration_the_only_brand_i_would_consider_buying_net,directions_funnel_metrics_advocacy_t2b_buyers,directions_future_purchase_intent_definitely_would_buy_net,directions_future_purchase_intent_probably_would_buy_net,directions_positive_brand_trust,directions_strategic_measures_brand_interest_index,directions_strategic_measures_brand_love_index,directions_strategic_measures_brand_loyalty_index,neilsen_panel_value_per_occasion,ratings_reviews_good_experience_percentage,ratings_reviews_positive_ratings_percentage,ratings_reviews_review_rating_average,ratings_reviews_review_sentiment_score_average,ratings_reviews_review_sentiment_score_health_benefits,ratings_reviews_review_sentiment_score_ingredients,ratings_reviews_review_sentiment_score_pet_enjoyment,ratings_reviews_review_sentiment_score_value_for_the_money,search_searchvolume_share,social_percent_positive_neutral,social_share_of_total_buzz_post,market_share
2022-10-15,vendor_2,brand_4,category_2,54.52683922,21.93956049,60.68421053,42.72336108,,56.80769231,74.15789474,,58.70992366,,,64.61538462,63.69465649,,25.68000203,71.19103121,54.30075188,65.21483009,66.1850275,53.20610687,70.84320225,48.77978659,30.14852055,,66.14893824,68.7443609,68.48245614,,74.81247676,5.605596574,80.83131937,24.97539296,25.5069591,17.96679806,103.7670179,121.4408849,102.3234055,7.5615,3.0,2.0,4.394230769,1.459118081,1.333333333,1.777777778,1.693981481,1.654761905,0.031955012,0.833333333,0.649350649,0.02436307
2022-10-22,vendor_3,brand_6,category_2,86.5642994,40.2745995,,27.33947368,,79.23157895,,,86.10377358,,,71.92894737,80.46226415,,23.60062893,79.27987421,,74.93947368,79.06315789,77.14150943,88.57894737,67.95526316,27.16315789,,68.22641509,,,,69.1964285,22.0982142,91.4438502,56.6964285,24.5535714,39.5089285,110.1882151,161.6306786,130.6883593,7.33225,4.0,4.0,4.585987261,1.480421595,1.333333333,1.5,1.827272727,1.568627451,,0.872807018,0.87930964,0.055579254
2022-10-29,vendor_1,brand_1,category_1,86.0465116,13.2897603,,33.00411523,,,,,,63.02469136,62.10344828,,,64.10699588,37.66502463,59.13300493,,58.81069959,63.12757202,,76.73251029,,40.218107,71.93596059,49.84729064,,,,70.9812108,6.8893528,81.1808118,27.7661795,23.5908141,22.5469728,77.10663735,121.0709049,113.2212631,8.14775,0.0,,4.833333333,1.583333333,,,1.5,,,0.949275362,0.47343074,0.007556442
2022-11-12,vendor_3,brand_6,category_2,87.8698224,46.0481099,,26.65019763,,80.12252964,,,85.42227378,,,70.55533597,79.07888631,,20.51972158,78.81438515,,75.19762846,79.95652174,74.80742459,88.51383399,68.53162055,27.0,,68.76798144,,,,66.8941979,25.767918,89.1566265,56.1433447,24.0614334,42.3208191,121.2258526,171.3287782,141.2860823,7.33225,3.0,5.0,4.605714286,1.500145331,1.0,2.0,1.817391304,1.630434783,,0.787974684,1.15035922,0.055705558
2022-11-26,vendor_2,brand_3,category_2,32.2485207,0.6872852,,49.30985915,,56.41784038,,,58.59116022,,,65.35211268,64.37569061,,27.12707182,68.03867403,,61.91549296,58.72300469,51.88950276,61.37558685,45.3943662,25.88262911,,66.24861878,,,,82.9493087,3.6866359,79.047619,20.2764976,27.6497695,27.18894,107.4936331,90.25811884,96.73353673,6.08875,0.0,,3.0,1.083333333,,,1.0,,,0.833333333,0.057117898,0.000167
2022-11-26,vendor_2,brand_4,category_2,55.73967958,20.67592274,60.46927374,48.54304342,,59.59734513,70.75524476,,61.01041667,,,65.46460177,63.640625,,34.37968766,66.65968789,54.96089385,62.59972588,62.28504729,59.265625,72.5273621,47.02551185,31.76207012,,65.93271353,65.02793296,64.53846154,,61.24067488,9.215705043,81.69925772,27.19367812,18.11963956,24.88054874,102.1256377,114.8555676,111.4824598,7.5615,3.0,5.0,4.145454545,1.366030805,1.0,,1.688095238,1.6,0.035842505,0.746606335,0.708933911,0.024026272
2022-12-03,vendor_1,brand_2,category_2,61.47289695,19.83974762,61.08399775,53.29561771,,66.24952562,63.49086879,,71.83137255,,,77.13350502,75.41479501,,31.5392189,66.98941557,59.36485527,67.80369274,58.18172958,63.78767083,64.88041861,43.97956034,25.30202447,,74.78260962,63.45684994,63.99275572,,65.73239583,9.399253644,90.82526106,21.04068704,18.25762745,25.1475241,109.4487179,115.1203595,111.1131496,12.63475,4.0,10.0,4.112068966,1.296832329,1.411111111,1.409090909,1.567765568,0.863095238,,0.804537522,3.228762002,0.045543693
2022-12-10,vendor_2,brand_3,category_2,41.9141914,0.9049773,,48.37190083,,59.95867769,,,61.82352941,,,70.83471074,67.56470588,,29.81176471,68.74117647,,60.92561983,60.76033058,53.36470588,64.74380165,53.36363636,28.18181818,,68.29411765,,,,80.9523809,6.3492063,91.7808219,30.1587301,26.9841269,36.5079365,101.3128621,100.0,100.0,6.08875,0.0,,5.0,2.0,,,2.0,,,1.0,0.026564457,0.000167
2022-12-10,vendor_3,brand_5,category_1,78.79405324,31.86572198,52.88396213,36.10254473,61.93325803,,,62.6415564,,,,,,,41.22535434,60.40119412,53.30103923,58.13942991,64.65852682,,79.25672409,62.68359731,42.27726692,,57.84491177,,,59.04409951,57.09744848,11.91310363,84.9726217,20.28940868,21.62007699,20.99606943,85.52371652,106.1833671,98.30059725,13.22725,3.0,5.0,4.529801325,1.553286103,1.777777778,1.833333333,1.761363636,1.654761905,0.059623449,0.802094241,3.47235399,0.07463601
2022-12-24,vendor_1,brand_2,category_2,61.06320782,19.19899226,65.54401379,49.04076084,,66.46218487,68.32010544,,73.13333333,,,73.76470588,76.73333333,,30.70785729,71.3631495,65.29869144,69.16601176,61.23013205,65.65555556,68.83333619,49.4196383,27.07652111,,79.19188395,68.27678796,70.05430323,,63.68017766,12.72168355,91.80188669,24.74283261,20.31552375,29.79756912,110.2011596,120.4224818,114.645868,12.63475,4.0,3.0,4.373626374,1.418554858,1.416666667,1.541666667,1.752150538,0.68627451,,0.885752688,6.535805162,0.045654361
2022-12-24,vendor_2,brand_3,category_2,41.9141914,0.9049773,,48.37190083,,59.95867769,,,61.82352941,,,70.83471074,67.56470588,,29.81176471,68.74117647,,60.92561983,60.76033058,53.36470588,64.74380165,53.36363636,28.18181818,,68.29411765,,,,80.9523809,6.3492063,91.7808219,30.1587301,26.9841269,36.5079365,101.3128621,100.0,100.0,6.08875,1.0,,1.0,0.571428571,,,0.5,,,0.7,0.094511087,0.000154
2022-12-24,vendor_3,brand_6,category_2,84.4884488,34.8416289,,26.63684211,,83.94210526,,,85.22900763,,,74.41052632,80.34351145,,20.98473282,79.82442748,,77.64210526,80.68421053,72.57251908,87.26842105,70.87894737,28.55789474,,70.83206107,,,,75.502008,21.2851405,89.7674418,59.8393574,22.4899598,44.9799196,111.1336032,147.0267491,129.6260082,7.33225,3.0,6.0,4.676328502,1.557687334,2.0,1.416666667,1.852447552,1.727272727,,0.924180328,1.701199564,0.06336595
2023-01-21,vendor_1,brand_2,category_1,71.49314782,37.15315428,57.3539648,53.8169907,66.7537032,,,68.68153222,,66.33944954,69.09677419,,,60.83486239,30.65089498,70.23839572,57.61213725,68.27821905,60.37831752,,66.41970546,43.39295412,27.91726329,67.41935484,74.03450765,,,67.88507792,68.07974308,8.427170006,90.03632163,20.73469117,20.48220073,22.85887919,118.2872012,120.2865669,101.7903022,19.71633333,6.0,8.0,4.34375,1.439991627,1.7,1.583333333,1.686861314,1.00952381,,0.841384283,4.535093924,0.071457181
2023-01-21,vendor_3,brand_5,category_1,80.06791122,34.32040697,56.36198084,34.49288861,64.91898634,,,67.48862407,,,,,,,39.29669381,65.00415058,53.46896709,61.66436569,68.75341762,,82.1241846,66.58498727,43.24108651,,60.55600523,,,63.58426261,55.21042094,13.8396617,82.96243098,26.30130392,17.84165097,22.46097065,87.95406303,120.1819999,102.6916603,14.034,3.0,11.0,4.497076023,1.499007198,1.820987654,1.333333333,1.808835341,1.756756757,0.064086823,0.781954887,2.20466871,0.073088982
2023-01-28,vendor_1,brand_1,category_1,86.9488536,12.1085594,,33.05306122,,,,,,65.08163265,64.21800948,,,65.11428571,37.01421801,63.14691943,,61.24489796,66.26122449,,78.73061224,,39.75102041,71.4549763,55.22748815,,,,71.4867617,6.5173116,80.0,23.6252545,24.6435845,22.4032586,83.63511702,113.295647,98.48791894,8.528333333,1.0,,4.692307692,1.675641026,,,1.925925926,2.0,,0.931034483,0.40869946,0.007149563
2023-01-28,vendor_2,brand_3,category_1,40.7407407,0.0,,46.97087379,,,,,,57.46601942,57.6125,,,56.62135922,36.2625,62.0125,,57.78640777,58.12621359,,64.60194175,,35.51456311,60.25,57.4375,,,,77.4891774,1.7316017,74.7126436,12.9870129,21.2121212,18.6147186,90.41428233,81.81271744,76.99126051,8.053666667,0.0,1.0,4.571428571,1.670238095,,,2.0,1.0,,0.923076923,0.054736535,0.001466836
2023-01-28,vendor_3,brand_5,category_1,80.06791122,34.32040697,56.36198084,34.49288861,64.91898634,,,67.48862407,,,,,,,39.29669381,65.00415058,53.46896709,61.66436569,68.75341762,,82.1241846,66.58498727,43.24108651,,60.55600523,,,63.58426261,55.21042094,13.8396617,82.96243098,26.30130392,17.84165097,22.46097065,87.95406303,120.1819999,102.6916603,14.034,2.0,4.0,4.622857143,1.526537209,1.710526316,1.5,1.796875,1.601851852,0.064086823,0.804878049,3.116333382,0.072012203
2023-01-28,vendor_3,brand_6,category_2,89.9621212,48.1481481,,27.34987593,,82.3325062,,,87.31908832,,,72.57816377,81.11965812,,21.23931624,80.0997151,,76.09181141,80.27047146,76.28205128,87.84615385,68.3101737,28.45905707,,70.64387464,,,,67.5159235,25.477707,91.0891089,60.9341825,20.3821656,42.6751592,113.9169631,184.1064094,138.3107106,7.672,2.0,4.0,4.720496894,1.491376722,0.75,2.0,1.76877193,1.642857143,,0.872881356,0.656838418,0.053967881
2023-02-11,vendor_1,brand_2,category_2,68.08217515,22.20826521,62.49246858,54.61075583,,65.65027322,66.1509288,,71.04511278,,,74.1420765,75.0,,27.44306727,69.72742052,63.45491214,68.81892641,58.68630021,64.57142857,64.33057751,45.81738082,25.81684656,,75.55910133,65.77724884,66.59245862,,66.94723787,9.250102267,85.06870588,21.76378604,20.60997764,29.64448794,120.9064504,113.8380291,102.6879686,13.30633333,3.0,6.0,4.087378641,1.280162583,1.179012346,1.888888889,1.642676768,1.19047619,,0.675932699,3.552307044,0.045953578
2023-03-04,vendor_3,brand_6,category_2,83.9506172,38.7655932,,28.93672391,,81.12438123,,,85.36917306,,,70.40004211,77.94292784,,21.02482439,79.45905173,,75.98271651,79.99089973,76.59235313,88.44399944,67.81433584,28.59125065,,68.93829821,,,,71.24996925,22.55392715,89.6661177,57.2494656,25.7742058,42.50300955,133.3884586,165.152653,129.9039136,7.672,3.0,7.0,4.659279778,1.558069285,1.666666667,1.807692308,1.806490164,1.447154472,,0.849498328,0.653321872,0.061139137
2023-03-11,vendor_2,brand_3,category_1,40.1221995,1.2084592,,48.28205128,,,,,,59.65384615,54.12244898,,,58.57692308,31.26530612,65.18367347,,59.34615385,56.43589744,,65.46153846,,35.38461538,58.20408163,62.08163265,,,,75.1269035,3.0456852,78.75,15.7360406,23.857868,16.2436548,85.76770158,83.60354073,87.52003205,8.053666667,0.0,,4.875,1.6125,1.0,,2.0,2.0,,0.975,0.157890582,0.001506263
2023-03-11,vendor_3,brand_5,category_1,82.47899842,34.62462458,52.82142887,35.89609658,62.74571044,,,64.96178995,,,,,,,44.42414478,62.38710679,49.56240968,57.85298857,66.72005217,,79.5767168,60.43031269,42.65467145,,59.79565958,,,62.4950768,54.54746134,10.50788908,82.72976667,25.1753138,16.58838446,21.22911133,79.46427615,104.9722975,100.7370119,14.034,3.0,11.0,4.468992248,1.571142488,1.7875,1.363636364,1.811377246,1.572368421,0.069379756,0.753644315,2.407831373,0.070915417
2023-03-18,vendor_2,brand_3,category_1,40.1221995,1.2084592,,48.28205128,,,,,,59.65384615,54.12244898,,,58.57692308,31.26530612,65.18367347,,59.34615385,56.43589744,,65.46153846,,35.38461538,58.20408163,62.08163265,,,,75.1269035,3.0456852,78.75,15.7360406,23.857868,16.2436548,85.76770158,83.60354073,87.52003205,8.053666667,0.0,,4.294117647,1.419187675,1.333333333,,2.0,2.0,,0.666666667,0.032388664,0.00150057
2023-03-18,vendor_3,brand_6,category_2,83.9506172,38.8888888,,27.10031348,,79.70846395,,,85.39351852,,,69.56426332,77.11574074,,20.08796296,78.90277778,,75.40125392,80.05642633,76.78240741,87.59247649,67.10031348,28.75862069,,67.88425926,,,,72.5247524,21.5346534,88.7608069,56.930693,25.990099,42.5742574,152.5226623,165.4985794,132.4006708,7.672,3.0,4.0,4.663230241,1.553454573,1.590909091,1.285714286,1.803014184,1.714285714,,0.798866856,1.251012146,0.058612594
2023-04-01,vendor_2,brand_3,category_2,39.61956835,0.1461988,,46.12258873,,57.89756945,,,62.36352839,,,69.28337192,61.71317829,,26.987997,66.94364216,,61.88879244,62.85204476,54.9473931,64.39130016,51.92052469,29.22270448,,66.66572893,,,,80.54297445,7.64693485,90.21464645,26.47198225,25.315989,27.90183265,106.0133351,99.68713946,101.007693,6.462666667,0.0,,5.0,1.333333333,,,,,,1.0,0.086021505,0.000168
2023-04-01,vendor_3,brand_5,category_1,82.19604032,33.12312959,53.72281014,35.67932851,63.15767484,,,65.44588081,,,,,,,41.1509261,62.43415196,51.14616653,59.33027586,67.48984215,,80.53096015,61.98553163,43.76147505,,60.19296837,,,63.61942716,54.35266748,10.67108081,84.19107675,24.38238708,17.82749754,21.19310216,83.12662784,108.8886983,100.8742188,14.37633333,4.0,5.0,4.407035176,1.502889447,1.738095238,0.75,1.728484848,1.533783784,0.012811633,0.77643909,2.426523297,0.073138341
2023-05-13,vendor_2,brand_3,category_2,35.3658536,0.2427184,,48.18421053,,55.94078947,,,57.60162602,,,66.92763158,,,25.13821138,66.61788618,,59.80263158,57.32236842,51.35772358,60.95394737,46.55263158,27.45394737,,65.73170732,,,,77.0114942,6.321839,77.7777777,22.9885057,20.6896551,29.3103448,98.1041074,95.90679538,100.2935651,6.515666667,0.0,,5.0,1.866666667,2.0,,2.0,,,0.925925926,0.06484702,0.000153
2023-05-20,vendor_3,brand_6,category_2,89.0243902,53.1553398,,24.89275362,,80.42608696,,,87.0,,,67.99130435,,,21.31316726,78.60854093,,74.0057971,80.51594203,76.81850534,88.04637681,64.85217391,27.70724638,,66.01779359,,,,66.6666666,25.7683215,89.7222222,59.8108747,22.6950354,43.9716312,131.7875323,173.9697213,145.8026579,7.939666667,3.0,10.0,4.554597701,1.489487842,1.333333333,1.5,1.796767677,1.780487805,,0.88372093,0.66931769,0.056028142
2023-05-27,vendor_1,brand_2,category_1,71.46021399,36.97854213,60.11847844,50.94849503,66.68863024,,,68.63616419,,,77.8627451,,,67.65,34.08279122,68.35882234,58.35423412,69.41562819,61.15256472,,68.28230667,42.87880307,25.44013391,73.88235294,74.87755812,,,64.26579874,67.31772623,9.523274558,91.44748286,20.53254677,20.89637688,24.97690435,122.0519348,126.5867202,110.4656594,20.22166667,5.0,12.0,3.804270463,1.284280804,1.632653061,0.976190476,1.607126437,1.182926829,,0.869369369,2.823720552,0.069631976
2023-06-03,vendor_1,brand_2,category_1,72.67548945,35.6037516,59.69270266,52.66688126,63.81662207,,,65.37204291,,,74.47254902,,,64.3970339,37.08595506,66.49237557,57.98671204,68.54637335,59.08148011,,66.48459301,43.27828826,26.61254861,71.47647059,73.16564893,,,63.46625623,67.62507329,8.854466639,89.48446542,19.72587143,20.51385179,24.24504069,117.4264673,121.650309,107.8490611,20.22166667,3.0,17.0,4.242647059,1.382276822,1.566666667,1.166666667,1.580291971,1.085714286,,0.837837838,1.811330733,0.069169706
2023-06-03,vendor_2,brand_3,category_2,36.34697395,0.38042655,,47.93421053,,56.7631579,,,57.74006535,,,65.86184211,,,27.27938607,66.4631487,,61.47368421,57.2368421,52.28166553,61.30263158,47.05921053,29.32894737,,66.30510599,,,,80.87416815,5.00302475,81.7460317,24.38898965,25.08166965,28.3393829,115.4996344,97.65250878,98.57792857,6.515666667,,,,,,,,,,0.533333333,0.036358829,0.000156
2023-06-03,vendor_2,brand_3,category_1,41.55182505,0.4966545,,47.21779441,,,,,,,56.18072289,,,53.59027326,,60.71084337,,56.46128823,55.24081002,,62.70063435,,34.52081978,55.3313253,58.42168675,,,,69.16495265,2.2675853,79.694976,13.37309745,21.54257505,15.64273955,76.33033968,79.77508417,80.08275977,8.689333333,0.0,3.0,4.333333333,1.403621032,1.3125,,1.777777778,0.5,,0.533333333,0.036358829,0.001505118
2023-07-15,vendor_1,brand_2,category_2,59.55618736,24.26320248,61.15998317,51.88252425,,65.56462585,64.60898053,,72.03636364,,,72.31972789,,,30.49151569,66.35389616,57.62657815,65.61757174,58.50948513,66.34545455,63.86527896,42.06842638,25.9391733,,75.02451263,63.9270094,63.13487011,,68.95206887,7.17835086,90.74113263,17.28879353,21.25137456,21.28965031,113.1554017,109.7205086,102.3022227,14.387,4.0,8.0,4.192857143,1.460385488,1.62,1.909090909,1.615662651,1.55,,0.88183161,3.455100466,0.043898052
2023-07-22,vendor_1,brand_2,category_1,74.05893432,38.00507368,59.13245063,54.10462871,63.31880661,,,67.32927348,,,71.51190476,,,65.2962963,37.21069,68.1016261,61.25886877,66.39853966,59.05781446,,68.04611564,44.02386243,29.86702727,67.17857143,71.75388494,,,67.41056228,69.27721856,9.520016885,85.99862709,21.69732996,17.81621485,24.93416747,113.6786674,121.2092111,106.272599,20.419,3.0,13.0,4.422268908,1.547534513,1.697916667,1.729938272,1.738968529,1.541666667,,0.751107174,2.875746066,0.06869222
2023-08-05,vendor_1,brand_1,category_1,92.19793625,17.20574175,,31.28197053,,,,,,,59.22387566,,,59.42388151,,57.1359127,,56.24122004,59.9905329,,76.47083524,,45.72679035,68.82572751,49.48809524,,,,71.03110405,3.8580492,81.4612283,27.09518975,22.14187525,22.7608562,64.16283467,110.7083752,110.1145622,8.493,0.0,2.0,4.75,1.702546296,1.0,,1.75,2.0,,0.983660131,1.045670164,0.008396917
2023-08-12,vendor_3,brand_6,category_2,86.5461847,53.1553398,,26.51090343,,79.99376947,,,83.42965779,,,69.66978193,,,23.47148289,76.13688213,,74.90031153,79.41744548,74.06463878,89.56386293,69.71962617,28.18691589,,65.91254753,,,,62.4697336,28.5714285,89.6358543,61.0169491,20.338983,42.6150121,84.70344858,182.6006307,148.3603957,8.134666667,3.0,15.0,4.619369369,1.549724156,1.857142857,0.0,1.854895105,1.523809524,,0.602316602,0.193197685,0.057063868
2023-08-26,vendor_3,brand_6,category_2,86.5461847,53.1553398,,26.51090343,,79.99376947,,,83.42965779,,,69.66978193,,,23.47148289,76.13688213,,74.90031153,79.41744548,74.06463878,89.56386293,69.71962617,28.18691589,,65.91254753,,,,62.4697336,28.5714285,89.6358543,61.0169491,20.338983,42.6150121,84.70344858,182.6006307,148.3603957,8.134666667,3.0,11.0,4.711297071,1.598600696,1.204545455,1.666666667,1.849878814,1.428571429,,0.933014354,0.891736574,0.056202744
2023-09-09,vendor_2,brand_3,category_2,39.4285714,1.1876484,,47.13529412,,58.81764706,,,62.44,,,68.80588235,,,31.992,66.8,,65.54705882,61.75882353,55.16,65.85882353,50.78823529,25.82352941,,67.456,,,,80.0970873,1.9417475,86.6071428,21.8446601,31.0679611,33.9805825,96.45945946,88.72166255,89.78367096,6.000333333,0.0,1.0,4.333333333,1.472222222,,,,,,0.870967742,0.082172082,0.000164
2023-09-23,vendor_1,brand_2,category_1,74.00691929,37.54692232,60.15962151,53.68288292,64.7748687,,,66.3397682,,,66.7,,,59.55462185,33.34368943,68.84912872,59.71292993,69.50628261,58.94137523,,68.67808393,41.22275258,29.9427033,62.5875,73.30033826,,,66.83113077,69.35797466,7.638365158,83.84542175,17.0998186,17.28192893,20.0941645,115.0104528,113.7894179,100.2966807,20.419,2.0,8.0,4.175824176,1.393471872,1.518018018,1.324074074,1.656462585,1.060606061,,0.813278008,5.986766096,0.068434827
2023-09-23,vendor_3,brand_5,category_1,80.99623638,33.30124078,50.8379099,34.37977307,62.05237622,,,63.8570491,,,,,,,43.00086213,59.88093052,49.17230213,55.0444261,63.70785215,,80.9158414,62.9900824,44.8557844,,56.76305696,,,60.50195548,52.59496182,9.810117536,85.10256682,19.1514226,17.20166076,17.12006853,76.9581357,102.1297961,101.7528917,15.42233333,3.0,16.0,4.603878116,1.617663077,1.580645161,1.0,1.821860465,1.669154229,0.053058519,0.89159292,1.659489549,0.071568784
2023-09-23,vendor_2,brand_4,category_2,59.57180133,26.24477757,62.58088235,46.88539604,,63.38764045,77.72277228,,65.70072993,,,66.52247191,,,30.4783222,73.74853649,59.49264706,68.59712728,65.17475513,63.01459854,73.7842455,54.31588577,34.78237237,,71.42009908,72.63970588,71.72277228,,63.92109961,8.459322572,83.71642338,32.0358274,16.94351675,22.38042228,91.00539314,121.0355099,115.1027527,8.692666667,3.0,8.0,4.391534392,1.497918645,1.321428571,2.0,1.742176871,1.911764706,0.034998899,0.789699571,1.134334629,0.030910692
2023-09-30,vendor_2,brand_3,category_1,47.8424015,0.2544529,,50.73394495,,,,,,,56.325,,,54.53211009,,61.7375,,59.35779817,55.72477064,,60.97247706,,31.64220183,54.0375,59.375,,,,75.6862745,1.9607843,72.2222222,14.117647,19.2156862,16.0784313,94.1500749,75.52047425,82.51878056,9.388333333,1.0,1.0,4.384615385,1.508791209,1.333333333,,1.863636364,1.666666667,,0.8125,0.05880047,0.001606307
2023-10-07,vendor_1,brand_1,category_1,91.6387959,21.1401425,,32.52264808,,,,,,,59.18095238,,,59.93728223,,58.76190476,,55.63414634,59.41114983,,76.40766551,,41.56445993,70.94761905,48.81904762,,,,74.2230347,5.1188299,83.171521,29.9817184,21.7550274,26.5082266,80.29492443,112.6603141,111.537696,8.50875,2.0,,4.674418605,1.489534884,1.0,,1.568181818,2.0,,0.973684211,0.562133121,0.008045182
2023-10-07,vendor_1,brand_2,category_2,58.10161904,22.21414802,60.82224417,57.29602804,,66.39428571,64.07309365,,71.7443609,,,78.12571429,,,26.11303482,66.14275613,59.32690371,66.41064012,58.56046165,63.5037594,62.89850049,41.04039397,23.30221848,,74.30410709,62.2662047,63.4115688,,67.84189191,6.609094706,92.73120262,17.44489072,16.77107152,23.13928478,119.0251815,107.2512281,106.6705663,14.812,4.0,12.0,4.371428571,1.467836192,1.620689655,1.333333333,1.599326599,1.476190476,,0.822520507,5.636255099,0.041626913
2023-10-07,vendor_3,brand_6,category_2,87.090909,51.5222482,,26.15469613,,81.49723757,,,85.95323741,,,66.99447514,,,23.47122302,79.37410072,,72.69889503,80.47237569,75.71942446,88.83701657,67.84254144,30.29834254,,65.71582734,,,,70.2819956,22.5596529,90.7407407,57.2668112,23.8611713,43.1670281,133.6904989,169.2543765,140.764717,8.2565,3.0,16.0,4.655778894,1.567447126,1.571428571,2.0,1.84457672,1.485714286,,0.842519685,0.601930156,0.057260612
2023-10-14,vendor_1,brand_2,category_2,58.10161904,22.21414802,60.82224417,57.29602804,,66.39428571,64.07309365,,71.7443609,,,78.12571429,,,26.11303482,66.14275613,59.32690371,66.41064012,58.56046165,63.5037594,62.89850049,41.04039397,23.30221848,,74.30410709,62.2662047,63.4115688,,67.84189191,6.609094706,92.73120262,17.44489072,16.77107152,23.13928478,119.0251815,107.2512281,106.6705663,14.812,3.0,12.0,4.272727273,1.41661556,1.558823529,1.75,1.704460094,1.411111111,,0.766081871,3.495733554,0.042296604
2023-10-14,vendor_2,brand_3,category_2,35.8181818,0.7025761,,54.44,,51.80571429,,,55.89516129,,,66.28571429,,,30.98387097,68.84677419,,59.70857143,57.38857143,50.31451613,58.99428571,45.17714286,26.29714286,,64.0,,,,77.6649746,2.538071,87.0967741,22.3350253,27.4111675,26.9035532,98.73626374,90.38406478,99.1790377,8.69525,0.0,,4.5,1.785714286,,,2.0,,,0.75,0.044040738,0.000177
2023-10-14,vendor_2,brand_3,category_1,34.7826086,0.712589,,49.67619048,,,,,,,52.890625,,,56.33333333,,60.640625,,63.2952381,57.57142857,,57.47619048,,36.37142857,54.140625,59.4375,,,,69.0821256,2.8985507,81.5789473,14.9758454,17.8743961,19.3236714,89.4284658,84.31602548,78.49119678,10.10475,1.0,,4.3,1.404166667,1.625,,1.583333333,1.0,,0.75,0.044040738,0.001648748
2023-10-14,vendor_3,brand_5,category_1,81.39653159,35.31330663,53.34973578,36.80057645,62.01846604,,,65.42332114,,,,,,,41.04940509,62.2636404,51.65376868,56.81744392,65.36320384,,77.4959006,57.45964541,44.27846725,,54.99203655,,,59.6773055,54.09956636,12.71383751,81.43159989,23.74984687,18.46197298,21.1899644,79.32811777,111.4173811,99.98468496,15.67975,3.0,22.0,4.336734694,1.48632627,1.44,1.2,1.719320066,1.589814815,0.051840101,0.831521739,1.447839251,0.071346351
2023-10-21,vendor_1,brand_2,category_1,73.24821132,35.01429633,57.3217724,55.12878321,61.99651544,,,62.22980293,,,74.54117647,,,65.75968992,32.69833683,69.59647424,56.18403149,67.65730329,58.81788,,66.07228631,43.4880473,29.07776886,71.05882353,72.54040073,,,62.3770437,66.79140209,6.938866575,89.23689222,18.84162235,18.34348937,24.33105417,109.131016,109.1411005,103.8683499,20.622,4.0,15.0,4.179153094,1.37575714,1.787037037,1.26,1.573099415,0.972222222,,0.776923077,5.568249553,0.068093839
2023-10-21,vendor_2,brand_3,category_1,34.7826086,0.712589,,49.67619048,,,,,,,52.890625,,,56.33333333,,60.640625,,63.2952381,57.57142857,,57.47619048,,36.37142857,54.140625,59.4375,,,,69.0821256,2.8985507,81.5789473,14.9758454,17.8743961,19.3236714,89.4284658,84.31602548,78.49119678,10.10475,2.0,2.0,4.5,1.483424908,1.555555556,,1.807692308,1.333333333,,0.583333333,0.049672164,0.001625074
